Skills,Developer,Permission,Traceability,Category,sub-category,Account Linking,customer reviews,Rating,Cost
BrainPickers! RnB Song Challenge,by Geekycoders,['First Name'],p,Games & Trivia,Games,,,No customer reviews,
BrainPickers! Rock Song Challenge,by Geekycoders,['First Name'],p,Games & Trivia,Games,,,,2.2 out of 5 stars
BrainPickers! Theme Tune Challenge,by Geekycoders,['First Name'],p,Games & Trivia,Games,,,No customer reviews,1.0 out of 5 stars
Escape The Red Planet,by VERIREV,"['Email Address', 'Full Name']",p,Games & Trivia,Games,,No customer reviews,,Free to Enable
Number Spies,by Shazaml Design LLC,"['Reminders', 'Email Address', 'Alexa Notifications']",p,Games & Trivia,Games,,No customer reviews,,Free to Enable
Overwatch League Standings - 2020 Update,by El-ad,['Device Country and Postal Code'],p,Games & Trivia,Games,,No customer reviews,,Free to Enable
Snakes and Ladders,by TeratekApp,['First Name'],p,Games & Trivia,Games,,No customer reviews,2.9 out of 5 stars,Free to Enable
state quiz,by Susu,"['Device Address', 'Full Name', 'Email Address']",p,Games & Trivia,Games,,,5.0 out of 5 stars,Free to Enable
Ticket Finder,by Richard Parr,['Device Address'],p,Games & Trivia,Games,,No customer reviews,,Free to Enable
A Small Adventure,by Robinson,['Email Address'],p,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
Earo,by Sharood,['Email Address'],p,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
Fan Club,by Aawaz,"['Full Name', 'Email Address', 'Mobile Number', 'Reminders']",p,Games & Trivia,Knowledge & Trivia,,,3.7 out of 5 stars,Free to Enable
Kid's Kazamo,by Eric Roubal - badmoondev,['Device Country and Postal Code'],p,Games & Trivia,Knowledge & Trivia,,,No customer reviews,
Vote Sam Feldt,by Fanspoke,['Mobile Number'],p,Games & Trivia,Knowledge & Trivia,,No customer reviews,,Free to Enable
Whose Tagline Is It Anyway,by Matthew Doles,['Location Services'],p,Games & Trivia,Knowledge & Trivia,,,3.4 out of 5 stars,Free to Enable
Alberta Health Services,by Alberta Health Services (AHS),['Device Country and Postal Code'],p,Health & Fitness,Health & Fitness,,,3.5 out of 5 stars,Free to Enable
Anthem,by Anthem Inc,['Device Address'],p,Health & Fitness,Health & Fitness,,,5.0 out of 5 stars,Free to Enable
Ask My Buddy,by Beach.Dev,"['Device Address', 'Location Services']",p,Health & Fitness,Health & Fitness,,,3.8 out of 5 stars,Free to Enable
Atrium Health,by Carolinas Healthcare,"['Device Address', 'Full Name', 'Email Address', 'Mobile Number']",p,Health & Fitness,Health & Fitness,Account linking required,,5.0 out of 5 stars,Free to Enable
Average ER Wait Time for hospitals around you,by LeewayHertz,['Device Address'],p,Health & Fitness,Health & Fitness,,,,3.1 out of 5 stars
Blood Banks Near me,by ashwin morey,['Device Address'],p,Health & Fitness,Health & Fitness,,,5.0 out of 5 stars,Free to Enable
Calories tracker,by osmxx,"['Device Country and Postal Code', 'Location Services']",p,Health & Fitness,Health & Fitness,,No customer reviews,4.0 out of 5 stars,Free to Enable
CareRinger Companion,by careringer,['Device Address'],p,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
CareRinger Companion (care ringer),by careringer,['Device Address'],p,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
CareRinger Companion (medicine man),by careringer,['Device Address'],p,Health & Fitness,Health & Fitness,Account linking required,No customer reviews,,Free to Enable
Concussion specialist finder,by ImPACT Applications Inc.,"['Device Address', 'Mobile Number', 'Location Services']",p,Health & Fitness,Health & Fitness,,No customer reviews,,
Doctor Finder,by Sanath Kumar,['Device Address'],p,Health & Fitness,Health & Fitness,,No customer reviews,,
Empire,by Anthem Inc,['Device Address'],p,Health & Fitness,Health & Fitness,,No customer reviews,,Free to Enable
Engage,by VitalHealth Software,"['Lists Read Access', 'Device Country and Postal Code', 'Lists Write Access']",p,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
Genie Dental,by DBACE Technologies Ltd,"['Lists Read Access', 'Device Address', 'Lists Write Access']",p,Health & Fitness,Health & Fitness,,,3.5 out of 5 stars,Free to Enable
Henry Ford Urgent Care,by Henry Ford Health System,['Device Address'],p,Health & Fitness,Health & Fitness,Account linking available,,3.2 out of 5 stars,Free to Enable
Home Health.,by Medocity,"['Device Country and Postal Code', 'Reminders']",p,Health & Fitness,Health & Fitness,,Account linking required,No customer reviews,5.0 out of 5 stars
Middleton Pediatrics,by BIGEYE,"['Full Name', 'Email Address', 'Mobile Number']",p,Health & Fitness,Health & Fitness,Account linking required,No customer reviews,,Free to Enable
Mood Expressions,by BinaryStorms,"['Given Name', 'Email Address']",p,Health & Fitness,Health & Fitness,,No customer reviews,4.2 out of 5 stars,Free to Enable
Ochsner,by Ochsner Health System,"['Device Address', 'Mobile Number']",p,Health & Fitness,Health & Fitness,,No customer reviews,5.0 out of 5 stars,Free to Enable
Quick Care Finder,by UnitedHealthcare,['Device Address'],p,Health & Fitness,Health & Fitness,,,No customer reviews,
rheumatoid arthritis,by Ken Sakal,"['Device Address', 'Lists Read Access', 'Lists Write Access']",p,Health & Fitness,Health & Fitness,,,,4.6 out of 5 stars
Rockwell Nutrition,by Rockwell Nutrition,['Amazon Pay'],p,Health & Fitness,Health & Fitness,,Account linking required,No customer reviews,
Sagacity,by Sagacity,['Device Address'],p,Health & Fitness,Health & Fitness,,,No customer reviews,
Stop Smoking Coach,by California Smokers Helpline at UC San Diego,['Email Address'],p,Health & Fitness,Health & Fitness,,,3.0 out of 5 stars,Free to Enable
Amber Valley Borough Council,by AVBC,['Device Address'],p,Home Services,Home Services,,No customer reviews,,Free to Enable
BinDay.uk for Wigan Council,by Nemiah,['Device Address'],p,Home Services,Home Services,Account linking available,No customer reviews,5.0 out of 5 stars,Free to Enable
East Riding,by Tellan Limited,"['Device Country and Postcode', 'Reminders']",p,Home Services,Home Services,,No customer reviews,3.8 out of 5 stars,
Horsham Refuse,by Chris Baker,['Device Address'],p,Home Services,Home Services,,,5.0 out of 5 stars,Free to Enable
Mid Sussex District Refuse,by Chris Baker,['Device Address'],p,Home Services,Home Services,,No customer reviews,,Free to Enable
My Estate Agent,by Cation Dynamics Ltd,"['Device Address', 'Location Services']",p,Home Services,Home Services,,No customer reviews,,Free to Enable
Clothes Forecast,by Mike Bockus,['Device Country and Postal Code'],p,Kids,Education & Reference,,,,3.5 out of 5 stars
Kids Booklet,by WebRecycles Inc,['Device Country and Postal Code'],p,Kids,Education & Reference,,,No customer reviews,
Amity,"by Copiri, Inc.",['Device Address'],p,Lifestyle,Event Finders,Account linking required,,3.3 out of 5 stars,Free to Enable
City of Lakeland,by City of Lakeland,"['Device Address', 'Location Services']",p,Lifestyle,Event Finders,,,5.0 out of 5 stars,Free to Enable
CitySpark Events,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,,No customer reviews,,Free to Enable
Conway Daily Sun Calendar,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,,,3.2 out of 5 stars,Free to Enable
Laconia Daily Sun Calendar,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,,,3.5 out of 5 stars,Free to Enable
Local Events,by WPO Imagineering,['Device Address'],p,Lifestyle,Event Finders,,No customer reviews,,Free to Enable
Maui Time Calendar,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,Account linking available,,4.1 out of 5 stars,Free to Enable
Portland Phoenix Calendar,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,,,2.2 out of 5 stars,Free to Enable
Record-Journal - Things to Do Calendar,by CitySpark,['Device Address'],p,Lifestyle,Event Finders,Account linking required,,3.8 out of 5 stars,Free to Enable
Able Style,by Able Style,['Device Country and Postal Code'],p,Lifestyle,Fashion & Style,,,3.1 out of 5 stars,Free to Enable
Onesie Bazaar - Share unneeded baby clothes,by Penguinz Skills,"['First Name', 'Mobile Number']",p,Lifestyle,Fashion & Style,,No customer reviews,4.7 out of 5 stars,Free to Enable
Reachii,by Sonte Corporation,"['Full Name', 'Email Address', 'Mobile Number']",p,Lifestyle,Fashion & Style,,No customer reviews,,Free to Enable
American Weathermakers,"by Cindur, Inc.","['Full Name', 'Email Address']",p,Lifestyle,Home Services,,No customer reviews,,Free to Enable
Arizona Real Estate,by Nick Aguilar,"['Device Address', 'Full Name', 'Email Address']",p,Lifestyle,Home Services,,No customer reviews,3.4 out of 5 stars,
El Paso Garbage Collection,by CityGovApp,['Device Address'],p,Lifestyle,Home Services,Account linking required,No customer reviews,,Free to Enable
Hawaii Real Estate Agent Search,by Hawaii Real Estate Team,['Device Country and Postal Code'],p,Lifestyle,Home Services,,,4.0 out of 5 stars,Free to Enable
Hive,by Tim Street,['Device Country and Postal Code'],p,Lifestyle,Home Services,,No customer reviews,,Free to Enable
ITON smart home,by Iton Technology Corp.,['Device Country and Postal Code'],p,Lifestyle,Home Services,Account linking available,No customer reviews,,Free to Enable
Neighborly,by Neighborly,"['Device Address', 'Full Name', 'Email Address', 'Mobile Number']",p,Lifestyle,Home Services,,No customer reviews,,Free to Enable
Oahu Real Estate Agent,by Hawaii Real Estate Team,['Device Country and Postal Code'],p,Lifestyle,Home Services,,No customer reviews,5.0 out of 5 stars,Free to Enable
Rental Prices,by CraftyC,['Device Country and Postal Code'],p,Lifestyle,Home Services,,No customer reviews,,Free to Enable
Shady Tree Landscaping,by Bluefin Technology Partners,"['Full Name', 'Email Address', 'Mobile Number']",p,Lifestyle,Home Services,,,3.0 out of 5 stars,Free to Enable
SmartDry,by Laser Light Solutions,"['Email Address', 'Alexa Notifications']",p,Lifestyle,Home Services,,,2.5 out of 5 stars,Free to Enable
Tidy Housecleaning,by Voice First Tech,['Device Address'],p,Lifestyle,Home Services,,,,5.0 out of 5 stars
Tina Peterson Team - Real Estate One,by Real Estate One - Tina Peterson Team,"['Full Name', 'Email Address', 'Location Services']",p,Lifestyle,Home Services,,,5.0 out of 5 stars,Free to Enable
UtahAlexaSkills.com (Unofficial),by Jonny Fluckey,['Email Address'],p,Lifestyle,Home Services,,No customer reviews,5.0 out of 5 stars,Free to Enable
My Morning,by CMM Tech,"['Device Country and Postcode', 'Lists Read Access', 'Lists Write Access']",p,Lifestyle,Lifestyle,Account linking available,No customer reviews,,Free to Enable
My Prayer Clock,"by Hourglass Software, LLC.","['Device Address', 'Lists Read Access', 'Lists Write Access', 'Reminders']",p,Lifestyle,Religion & Spirituality,,No customer reviews,,Free to Enable
Ramadan Messenger,by Aiolos Solutions Pvt Ltd,['Device Address'],p,Lifestyle,Religion & Spirituality,,No customer reviews,,Free to Enable
Ask Me Anything,"by VocalSurvey, LLC","['First Name', 'Device Country and Postal Code']",p,Lifestyle,Self Improvement,,,4.1 out of 5 stars,Free to Enable
Good Advices,by Totem,"['Lists Read Access', 'Device Address', 'Lists Write Access']",p,Lifestyle,Self Improvement,,No customer reviews,5.0 out of 5 stars,Free to Enable
Mock Interview,by Graylogic Technologies,['Device Address'],p,Lifestyle,Self Improvement,Account linking required,No customer reviews,5.0 out of 5 stars,Free to Enable
ms.gov,by NIC Inc,['Device Country and Postal Code'],p,Local,Local,,,1.0 out of 5 stars,
Israeli TV,by Josh Dvir,"['Device Country and Postcode', 'Location Services']",p,Movies & TV,TV Guides,Account linking required,,4.0 out of 5 stars,Free to Enable
The Breeze,by Celador Radio Limited,['Device Country and Postcode'],p,Music & Audio,Music & Audio,Account linking required,No customer reviews,,Free to Enable
Eventseeker,by Wcities Inc.,['Device Address'],p,Music & Audio,"Music Info, Reviews & Recognition Services",,,5.0 out of 5 stars,Free to Enable
voicedrop,by Voxally,"['Device Country and Postcode', 'Given Name', 'Email Address']",p,Music & Audio,"Music Info, Reviews & Recognition Services",,No customer reviews,,Free to Enable
Radioplayer Canada,by Radioplayer Canada,['Device Address'],p,Music & Audio,Streaming Services,,No customer reviews,3.4 out of 5 stars,Free to Enable
Where's my Gritter,by Ayrshire Roads Alliance,"['Device Country and Postcode', 'Location Services']",p,Navigation & Trip Planners,Navigation & Trip Planners,,No customer reviews,,Free to Enable
CBC,by CBC,['Device Country and Postal Code'],p,News,News,,No customer reviews,,Free to Enable
FinderFox,by Finder Fox,"['Device Country and Postal Code', 'Alexa Notifications']",p,News,News,Account linking available,,5.0 out of 5 stars,Free to Enable
Michigan Radio,by ZacharyJacobCollins,['Device Country and Postal Code'],p,News,News,,No customer reviews,,Free to Enable
Opinion Poll,by Double Light Technologies,['Device Country and Postal Code'],p,News,News,,No customer reviews,,Free to Enable
Get Elon! Virtual Elon Musk,by Geekycoders,['First Name'],p,Novelty & Humor,Novelty & Humor,,,No customer reviews,
Get Kanye! Virtual Kanye,by Geekycoders,['First Name'],p,Novelty & Humor,Novelty & Humor,,,No customer reviews,
Get Trump! Virtual Trump,by Geekycoders,['First Name'],p,Novelty & Humor,Novelty & Humor,,,No customer reviews,4.0 out of 5 stars
I'm hungry,by ronaldwidha,['Device Country and Postal Code'],p,Novelty & Humor,Novelty & Humor,Account linking required,,4.1 out of 5 stars,Free to Enable
Nostradamus,by Valentino Stoll,['Device Country and Postal Code'],p,Novelty & Humor,Novelty & Humor,,,3.9 out of 5 stars,Free to Enable
Awesome Parrot Facts,by Pramod,"['Lists Read Access', 'Lists Write Access']",p,Novelty & Humour,Novelty & Humour,,,3.6 out of 5 stars,Free to Enable
Payday,by Tobias Bjˆrnsson,['Device Country and Postcode'],p,Novelty & Humour,Novelty & Humour,,No customer reviews,1.0 out of 5 stars,Free to Enable
Waverley Bins,by Spoke Technology,['Device Country and Postcode'],p,Organizers & Assistants,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
Building Guide,"by Carrick Enterprises, Inc.",['Device Address'],p,Productivity,Organizers & Assistants,Account linking available,No customer reviews,4.5 out of 5 stars,Free to Enable
CheckedIn,by PropheZee,"['Device Address', 'Lists Read Access', 'Lists Write Access']",p,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
mail buddy,by humegatech,['Device Address'],p,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Milestone Time,by Hespect Softwares,['Email Address'],p,Productivity,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
My Realtor,by Voicebit Solutions Inc.,"['Full Name', 'Email Address']",p,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Phone Genie,by Agrahyah Technologies,['Mobile Number'],p,Productivity,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
Scituate Town Hall,by Goodrich Ventures LLC,['Device Address'],p,Productivity,Organizers & Assistants,,No customer reviews,5.0 out of 5 stars,Free to Enable
YuktaOne,by YuktaMedia,['Device Country and Postal Code'],p,Productivity,Organizers & Assistants,,No customer reviews,5.0 out of 5 stars,Free to Enable
NowApi,by miplaneta.com,"['Alexa Notifications', 'Email Address']",p,Productivity,Productivity,,,4.2 out of 5 stars,Free to Enable
Teamstuff,by Teamstuff Pty Ltd,['Device Address'],p,Productivity,Productivity,,,,
Bikes Dublin,by Smallroomstudios.net,"['Device Address', 'Location Services']",p,Public Transportation,Public Transportation,,No customer reviews,,Free to Enable
Bus Timetable,by David Kendall,['Device Address'],p,Public Transportation,Public Transportation,,No customer reviews,5.0 out of 5 stars,Free to Enable
London Bike -  available bike near your home,by Mohamed ARRADI-ALAOUI,['Device Address'],p,Public Transportation,Public Transportation,,,4.4 out of 5 stars,Free to Enable
London Local Bus,by Joey Gleeson,['Device Address'],p,Public Transportation,Public Transportation,,,5.0 out of 5 stars,Free to Enable
Oxford Bus Times,by Transvestite Bandits,['Device Address'],p,Public Transportation,Public Transportation,,No customer reviews,,Free to Enable
Ballsy LLC,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",p,Shopping,Shopping,,,No customer reviews,
Bloomingdale's,by Blutag Inc,"['Device Address', 'Full Name', 'Email Address']",p,Shopping,Shopping,,,,5.0 out of 5 stars
